2021-12-12 21:12:298 INFO  ManageDriver :31 - Launching Chrome Browser
2021-12-15 17:12:823 INFO  AccountPage :83 - Click on withdrawl tab : [[ChromeDriver: chrome on WINDOWS (f4dd4c533e2937422f42a5a0afc5260c)] -> xpath: //button[normalize-space()='Withdrawl']]
2021-12-15 17:12:945 INFO  AccountPage :90 - Enter withdrawl amount : [[ChromeDriver: chrome on WINDOWS (f4dd4c533e2937422f42a5a0afc5260c)] -> xpath: (//input[@placeholder='amount'])[1]]
2021-12-15 17:12:37 INFO  AccountPage :97 - Click on withdrawl button : [[ChromeDriver: chrome on WINDOWS (f4dd4c533e2937422f42a5a0afc5260c)] -> xpath: //button[normalize-space()='Withdraw']]
2021-12-15 17:12:99 INFO  AccountPage :106 - Verify Transaction successful message : [[ChromeDriver: chrome on WINDOWS (f4dd4c533e2937422f42a5a0afc5260c)] -> xpath: //span[contains(normalize-space(),'Transaction successful')]]
2021-12-15 17:12:504 INFO  ManageDriver :31 - Launching Chrome Browser
2021-12-15 17:12:184 INFO  HomePage :31 - Clicking on bank manager log in tab : [[ChromeDriver: chrome on WINDOWS (7eab0fabb030706a6fd38992216d4c4d)] -> xpath: //button[normalize-space()='Bank Manager Login']]
2021-12-15 17:12:589 INFO  BankManagerLoginPage :30 - Click on add customer tab : [[ChromeDriver: chrome on WINDOWS (7eab0fabb030706a6fd38992216d4c4d)] -> xpath: //button[normalize-space()='Add Customer']]
2021-12-15 17:12:22 INFO  AddCustomerPage :40 - Add customer's first name : [[ChromeDriver: chrome on WINDOWS (7eab0fabb030706a6fd38992216d4c4d)] -> xpath: //input[@placeholder='First Name']]
2021-12-15 17:12:138 INFO  AddCustomerPage :49 - Add customer's last name : [[ChromeDriver: chrome on WINDOWS (7eab0fabb030706a6fd38992216d4c4d)] -> xpath: //input[@placeholder='Last Name']]
2021-12-15 17:12:252 INFO  AddCustomerPage :58 - Add customer's postcode : [[ChromeDriver: chrome on WINDOWS (7eab0fabb030706a6fd38992216d4c4d)] -> xpath: //input[@placeholder='Post Code']]
2021-12-15 17:12:335 INFO  AddCustomerPage :65 - Click on add customer button : [[ChromeDriver: chrome on WINDOWS (7eab0fabb030706a6fd38992216d4c4d)] -> xpath: //button[@type='submit']]
2021-12-15 17:12:347 INFO  AddCustomerPage :73 - Verify successful addition message : Customer added succe
2021-12-15 17:12:361 INFO  AddCustomerPage :81 - Accept alert
2021-12-15 17:12:75 INFO  ManageDriver :31 - Launching Chrome Browser
2021-12-15 17:12:372 INFO  HomePage :31 - Clicking on bank manager log in tab : [[ChromeDriver: chrome on WINDOWS (008cebc008c74e1eae1e958896ce7c46)] -> xpath: //button[normalize-space()='Bank Manager Login']]
2021-12-15 17:12:704 INFO  BankManagerLoginPage :36 - Click on open account tab : [[ChromeDriver: chrome on WINDOWS (008cebc008c74e1eae1e958896ce7c46)] -> xpath: //button[normalize-space()='Open Account']]
2021-12-15 17:12:123 INFO  OpenAccountPage :34 - Search customer name to open account : [[ChromeDriver: chrome on WINDOWS (008cebc008c74e1eae1e958896ce7c46)] -> xpath: //select[@id='userSelect']]
2021-12-15 17:12:262 INFO  OpenAccountPage :40 - Select currency : [[ChromeDriver: chrome on WINDOWS (008cebc008c74e1eae1e958896ce7c46)] -> xpath: //select[@id='currency']]
2021-12-15 17:12:384 INFO  OpenAccountPage :55 - Verifying new account created message : Account created successfully with account Number :1016
2021-12-15 17:12:398 INFO  OpenAccountPage :60 - Accepting new account created successfully alert
2021-12-15 21:12:969 INFO  ManageDriver :31 - Launching Chrome Browser
2021-12-15 21:12:148 INFO  HomePage :38 - Clicking on customer log in tab : [[ChromeDriver: chrome on WINDOWS (4548bc1997a5446bbda8e7ab91229936)] -> xpath: //button[normalize-space()='Customer Login']]
2021-12-15 21:12:688 INFO  CustomerLoginPage :31 - Search customer name : [[ChromeDriver: chrome on WINDOWS (4548bc1997a5446bbda8e7ab91229936)] -> xpath: //select[@id='userSelect']]
2021-12-15 21:12:778 INFO  CustomerLoginPage :37 - Click on Log in button : [[ChromeDriver: chrome on WINDOWS (4548bc1997a5446bbda8e7ab91229936)] -> xpath: //button[normalize-space()='Login']]
2021-12-15 21:12:288 INFO  AccountPage :56 - Clicking on Deposit Tab : [[ChromeDriver: chrome on WINDOWS (4548bc1997a5446bbda8e7ab91229936)] -> xpath: //button[normalize-space()='Deposit']]
2021-12-15 21:12:679 INFO  AccountPage :62 - Entering deposit Amount : [[ChromeDriver: chrome on WINDOWS (4548bc1997a5446bbda8e7ab91229936)] -> xpath: //input[@placeholder='amount']]
2021-12-15 21:12:808 INFO  AccountPage :68 - Clicking on Deposit Button : [[ChromeDriver: chrome on WINDOWS (4548bc1997a5446bbda8e7ab91229936)] -> xpath: //button[@type='submit']]
2021-12-15 21:12:893 INFO  AccountPage :76 - Verifying successful deposit message : [[ChromeDriver: chrome on WINDOWS (4548bc1997a5446bbda8e7ab91229936)] -> xpath: //span[contains(normalize-space(),'Deposit Successful')]]
2021-12-15 21:12:800 INFO  ManageDriver :31 - Launching Chrome Browser
2021-12-15 21:12:351 INFO  HomePage :38 - Clicking on customer log in tab : [[ChromeDriver: chrome on WINDOWS (40d5449429919cc61b2de36c92d03d12)] -> xpath: //button[normalize-space()='Customer Login']]
2021-12-15 21:12:774 INFO  CustomerLoginPage :31 - Search customer name : [[ChromeDriver: chrome on WINDOWS (40d5449429919cc61b2de36c92d03d12)] -> xpath: //select[@id='userSelect']]
2021-12-15 21:12:869 INFO  CustomerLoginPage :37 - Click on Log in button : [[ChromeDriver: chrome on WINDOWS (40d5449429919cc61b2de36c92d03d12)] -> xpath: //button[normalize-space()='Login']]
2021-12-15 21:12:261 INFO  CustomersPage :48 - Verifying user can logout successfullyHarry Potter
2021-12-15 21:12:153 INFO  ManageDriver :31 - Launching Chrome Browser
2021-12-15 21:12:862 INFO  HomePage :38 - Clicking on customer log in tab : [[ChromeDriver: chrome on WINDOWS (1679145bc75f802b7bb7492bea34d0eb)] -> xpath: //button[normalize-space()='Customer Login']]
2021-12-15 21:12:480 INFO  CustomerLoginPage :31 - Search customer name : [[ChromeDriver: chrome on WINDOWS (1679145bc75f802b7bb7492bea34d0eb)] -> xpath: //select[@id='userSelect']]
2021-12-15 21:12:571 INFO  CustomerLoginPage :37 - Click on Log in button : [[ChromeDriver: chrome on WINDOWS (1679145bc75f802b7bb7492bea34d0eb)] -> xpath: //button[normalize-space()='Login']]
2021-12-15 21:12:953 INFO  CustomersPage :48 - Verifying user can logout successfullyHarry Potter
2021-12-15 21:12:131 INFO  CustomersPage :41 - Verifying logout button displayed : [[ChromeDriver: chrome on WINDOWS (1679145bc75f802b7bb7492bea34d0eb)] -> xpath: //button[normalize-space()='Logout']]
2021-12-15 21:12:139 INFO  ManageDriver :31 - Launching Chrome Browser
2021-12-15 21:12:949 INFO  HomePage :38 - Clicking on customer log in tab : [[ChromeDriver: chrome on WINDOWS (9fb1adb44719bc4743decb7bc8150cb0)] -> xpath: //button[normalize-space()='Customer Login']]
2021-12-15 21:12:514 INFO  CustomerLoginPage :31 - Search customer name : [[ChromeDriver: chrome on WINDOWS (9fb1adb44719bc4743decb7bc8150cb0)] -> xpath: //select[@id='userSelect']]
2021-12-15 21:12:610 INFO  CustomerLoginPage :37 - Click on Log in button : [[ChromeDriver: chrome on WINDOWS (9fb1adb44719bc4743decb7bc8150cb0)] -> xpath: //button[normalize-space()='Login']]
2021-12-15 21:12:984 INFO  AccountPage :56 - Clicking on Deposit Tab : [[ChromeDriver: chrome on WINDOWS (9fb1adb44719bc4743decb7bc8150cb0)] -> xpath: //button[normalize-space()='Deposit']]
2021-12-15 21:12:378 INFO  AccountPage :62 - Entering deposit Amount : [[ChromeDriver: chrome on WINDOWS (9fb1adb44719bc4743decb7bc8150cb0)] -> xpath: //input[@placeholder='amount']]
2021-12-15 21:12:496 INFO  AccountPage :68 - Clicking on Deposit Button : [[ChromeDriver: chrome on WINDOWS (9fb1adb44719bc4743decb7bc8150cb0)] -> xpath: //button[@type='submit']]
2021-12-15 21:12:608 INFO  AccountPage :83 - Click on withdrawl tab : [[ChromeDriver: chrome on WINDOWS (9fb1adb44719bc4743decb7bc8150cb0)] -> xpath: //button[normalize-space()='Withdrawl']]
2021-12-15 21:12:728 INFO  AccountPage :90 - Enter withdrawl amount : [[ChromeDriver: chrome on WINDOWS (9fb1adb44719bc4743decb7bc8150cb0)] -> xpath: (//input[@placeholder='amount'])[1]]
2021-12-15 21:12:838 INFO  AccountPage :97 - Click on withdrawl button : [[ChromeDriver: chrome on WINDOWS (9fb1adb44719bc4743decb7bc8150cb0)] -> xpath: //button[normalize-space()='Withdraw']]
2021-12-15 21:12:907 INFO  AccountPage :106 - Verify Transaction successful message : [[ChromeDriver: chrome on WINDOWS (9fb1adb44719bc4743decb7bc8150cb0)] -> xpath: //span[contains(normalize-space(),'Transaction successful')]]
2021-12-15 21:12:907 INFO  ManageDriver :31 - Launching Chrome Browser
2021-12-15 21:12:679 INFO  HomePage :31 - Clicking on bank manager log in tab : [[ChromeDriver: chrome on WINDOWS (ce546440da61ca59401e710016d0c0bb)] -> xpath: //button[normalize-space()='Bank Manager Login']]
2021-12-15 21:12:87 INFO  BankManagerLoginPage :30 - Click on add customer tab : [[ChromeDriver: chrome on WINDOWS (ce546440da61ca59401e710016d0c0bb)] -> xpath: //button[normalize-space()='Add Customer']]
2021-12-15 21:12:558 INFO  AddCustomerPage :40 - Add customer's first name : [[ChromeDriver: chrome on WINDOWS (ce546440da61ca59401e710016d0c0bb)] -> xpath: //input[@placeholder='First Name']]
2021-12-15 21:12:706 INFO  AddCustomerPage :49 - Add customer's last name : [[ChromeDriver: chrome on WINDOWS (ce546440da61ca59401e710016d0c0bb)] -> xpath: //input[@placeholder='Last Name']]
2021-12-15 21:12:881 INFO  AddCustomerPage :58 - Add customer's postcode : [[ChromeDriver: chrome on WINDOWS (ce546440da61ca59401e710016d0c0bb)] -> xpath: //input[@placeholder='Post Code']]
2021-12-15 21:12:998 INFO  AddCustomerPage :65 - Click on add customer button : [[ChromeDriver: chrome on WINDOWS (ce546440da61ca59401e710016d0c0bb)] -> xpath: //button[@type='submit']]
2021-12-15 21:12:22 INFO  AddCustomerPage :73 - Verify successful addition message : Customer added succe
2021-12-15 21:12:41 INFO  AddCustomerPage :81 - Accept alert
2021-12-15 21:12:25 INFO  ManageDriver :31 - Launching Chrome Browser
2021-12-15 21:12:566 INFO  HomePage :31 - Clicking on bank manager log in tab : [[ChromeDriver: chrome on WINDOWS (5905adac8839569a29b30212436620b3)] -> xpath: //button[normalize-space()='Bank Manager Login']]
2021-12-15 21:12:972 INFO  BankManagerLoginPage :36 - Click on open account tab : [[ChromeDriver: chrome on WINDOWS (5905adac8839569a29b30212436620b3)] -> xpath: //button[normalize-space()='Open Account']]
2021-12-15 21:12:430 INFO  OpenAccountPage :34 - Search customer name to open account : [[ChromeDriver: chrome on WINDOWS (5905adac8839569a29b30212436620b3)] -> xpath: //select[@id='userSelect']]
2021-12-15 21:12:599 INFO  OpenAccountPage :40 - Select currency : [[ChromeDriver: chrome on WINDOWS (5905adac8839569a29b30212436620b3)] -> xpath: //select[@id='currency']]
2021-12-15 21:12:748 INFO  OpenAccountPage :55 - Verifying new account created message : Account created successfully with account Number :1016
2021-12-15 21:12:763 INFO  OpenAccountPage :60 - Accepting new account created successfully alert
2021-12-15 21:12:740 INFO  ManageDriver :31 - Launching Chrome Browser
2021-12-15 21:12:310 INFO  HomePage :38 - Clicking on customer log in tab : [[ChromeDriver: chrome on WINDOWS (c7d67b8fafe830714522bd53578ead95)] -> xpath: //button[normalize-space()='Customer Login']]
2021-12-15 21:12:790 INFO  CustomerLoginPage :31 - Search customer name : [[ChromeDriver: chrome on WINDOWS (c7d67b8fafe830714522bd53578ead95)] -> xpath: //select[@id='userSelect']]
2021-12-15 21:12:918 INFO  CustomerLoginPage :37 - Click on Log in button : [[ChromeDriver: chrome on WINDOWS (c7d67b8fafe830714522bd53578ead95)] -> xpath: //button[normalize-space()='Login']]
2021-12-15 21:12:464 INFO  AccountPage :56 - Clicking on Deposit Tab : [[ChromeDriver: chrome on WINDOWS (c7d67b8fafe830714522bd53578ead95)] -> xpath: //button[normalize-space()='Deposit']]
2021-12-15 21:12:877 INFO  AccountPage :62 - Entering deposit Amount : [[ChromeDriver: chrome on WINDOWS (c7d67b8fafe830714522bd53578ead95)] -> xpath: //input[@placeholder='amount']]
2021-12-15 21:12:992 INFO  AccountPage :68 - Clicking on Deposit Button : [[ChromeDriver: chrome on WINDOWS (c7d67b8fafe830714522bd53578ead95)] -> xpath: //button[@type='submit']]
2021-12-15 21:12:59 INFO  AccountPage :76 - Verifying successful deposit message : [[ChromeDriver: chrome on WINDOWS (c7d67b8fafe830714522bd53578ead95)] -> xpath: //span[contains(normalize-space(),'Deposit Successful')]]
2021-12-15 21:12:208 INFO  ManageDriver :31 - Launching Chrome Browser
2021-12-15 21:12:818 INFO  HomePage :38 - Clicking on customer log in tab : [[ChromeDriver: chrome on WINDOWS (169fa16babb9d2da2d587237cb15e741)] -> xpath: //button[normalize-space()='Customer Login']]
2021-12-15 21:12:302 INFO  CustomerLoginPage :31 - Search customer name : [[ChromeDriver: chrome on WINDOWS (169fa16babb9d2da2d587237cb15e741)] -> xpath: //select[@id='userSelect']]
2021-12-15 21:12:435 INFO  CustomerLoginPage :37 - Click on Log in button : [[ChromeDriver: chrome on WINDOWS (169fa16babb9d2da2d587237cb15e741)] -> xpath: //button[normalize-space()='Login']]
2021-12-15 21:12:783 INFO  CustomersPage :48 - Verifying user can logout successfullyHarry Potter
2021-12-15 21:12:672 INFO  ManageDriver :31 - Launching Chrome Browser
2021-12-15 21:12:519 INFO  HomePage :38 - Clicking on customer log in tab : [[ChromeDriver: chrome on WINDOWS (05599e701d8c61fb1c8577cb2874937a)] -> xpath: //button[normalize-space()='Customer Login']]
2021-12-15 21:12:169 INFO  CustomerLoginPage :31 - Search customer name : [[ChromeDriver: chrome on WINDOWS (05599e701d8c61fb1c8577cb2874937a)] -> xpath: //select[@id='userSelect']]
2021-12-15 21:12:273 INFO  CustomerLoginPage :37 - Click on Log in button : [[ChromeDriver: chrome on WINDOWS (05599e701d8c61fb1c8577cb2874937a)] -> xpath: //button[normalize-space()='Login']]
2021-12-15 21:12:656 INFO  AccountPage :56 - Clicking on Deposit Tab : [[ChromeDriver: chrome on WINDOWS (05599e701d8c61fb1c8577cb2874937a)] -> xpath: //button[normalize-space()='Deposit']]
2021-12-15 21:12:84 INFO  AccountPage :62 - Entering deposit Amount : [[ChromeDriver: chrome on WINDOWS (05599e701d8c61fb1c8577cb2874937a)] -> xpath: //input[@placeholder='amount']]
2021-12-15 21:12:204 INFO  AccountPage :68 - Clicking on Deposit Button : [[ChromeDriver: chrome on WINDOWS (05599e701d8c61fb1c8577cb2874937a)] -> xpath: //button[@type='submit']]
2021-12-15 21:12:310 INFO  AccountPage :83 - Click on withdrawl tab : [[ChromeDriver: chrome on WINDOWS (05599e701d8c61fb1c8577cb2874937a)] -> xpath: //button[normalize-space()='Withdrawl']]
2021-12-15 21:12:441 INFO  AccountPage :90 - Enter withdrawl amount : [[ChromeDriver: chrome on WINDOWS (05599e701d8c61fb1c8577cb2874937a)] -> xpath: (//input[@placeholder='amount'])[1]]
2021-12-15 21:12:590 INFO  AccountPage :97 - Click on withdrawl button : [[ChromeDriver: chrome on WINDOWS (05599e701d8c61fb1c8577cb2874937a)] -> xpath: //button[normalize-space()='Withdraw']]
2021-12-15 21:12:651 INFO  AccountPage :106 - Verify Transaction successful message : [[ChromeDriver: chrome on WINDOWS (05599e701d8c61fb1c8577cb2874937a)] -> xpath: //span[contains(normalize-space(),'Transaction successful')]]
2021-12-15 21:12:694 INFO  ManageDriver :31 - Launching Chrome Browser
2021-12-15 21:12:608 INFO  HomePage :31 - Clicking on bank manager log in tab : [[ChromeDriver: chrome on WINDOWS (0b65bed132dbd584cdb0e5856fa97d03)] -> xpath: //button[normalize-space()='Bank Manager Login']]
2021-12-15 21:12:955 INFO  BankManagerLoginPage :30 - Click on add customer tab : [[ChromeDriver: chrome on WINDOWS (0b65bed132dbd584cdb0e5856fa97d03)] -> xpath: //button[normalize-space()='Add Customer']]
2021-12-15 21:12:505 INFO  AddCustomerPage :40 - Add customer's first name : [[ChromeDriver: chrome on WINDOWS (0b65bed132dbd584cdb0e5856fa97d03)] -> xpath: //input[@placeholder='First Name']]
2021-12-15 21:12:654 INFO  AddCustomerPage :49 - Add customer's last name : [[ChromeDriver: chrome on WINDOWS (0b65bed132dbd584cdb0e5856fa97d03)] -> xpath: //input[@placeholder='Last Name']]
2021-12-15 21:12:795 INFO  AddCustomerPage :58 - Add customer's postcode : [[ChromeDriver: chrome on WINDOWS (0b65bed132dbd584cdb0e5856fa97d03)] -> xpath: //input[@placeholder='Post Code']]
2021-12-15 21:12:927 INFO  AddCustomerPage :65 - Click on add customer button : [[ChromeDriver: chrome on WINDOWS (0b65bed132dbd584cdb0e5856fa97d03)] -> xpath: //button[@type='submit']]
2021-12-15 21:12:953 INFO  AddCustomerPage :73 - Verify successful addition message : Customer added succe
2021-12-15 21:12:974 INFO  AddCustomerPage :81 - Accept alert
